Timestamp,Soil Moisture,Rain Sensor,Landslide Occurrence
22-01-2026 12:40,322,235,1
22-01-2026 12:40,332,233,1
22-01-2026 12:40,332,299,1
22-01-2026 12:40,331,274,1
22-01-2026 12:40,330,239,1
22-01-2026 12:40,329,297,1
22-01-2026 12:40,331,270,1
22-01-2026 12:40,332,360,0
22-01-2026 12:40,318,335,0
22-01-2026 12:40,496,303,0
22-01-2026 12:40,490,274,1
22-01-2026 12:40,523,288,0
22-01-2026 12:41,509,288,0
22-01-2026 12:41,514,279,0
22-01-2026 12:41,918,293,0
22-01-2026 12:41,386,284,1
22-01-2026 12:41,588,295,0
22-01-2026 12:41,492,301,0
22-01-2026 12:41,514,403,0
22-01-2026 12:41,512,369,0
22-01-2026 12:41,406,328,0
22-01-2026 12:41,427,336,0
22-01-2026 12:41,387,314,0
22-01-2026 12:41,320,333,0
22-01-2026 12:41,339,303,0
22-01-2026 12:41,331,356,0
22-01-2026 12:41,233,373,0
22-01-2026 12:41,237,341,0
22-01-2026 12:41,253,350,0
22-01-2026 12:41,265,330,0
22-01-2026 12:41,271,321,0
22-01-2026 12:42,283,319,0
22-01-2026 12:42,284,309,0
22-01-2026 12:42,292,284,1
22-01-2026 12:42,297,292,1
22-01-2026 12:42,304,287,1
22-01-2026 12:42,309,292,1
22-01-2026 12:42,316,296,1
22-01-2026 12:42,422,303,0
22-01-2026 12:42,309,304,0
22-01-2026 12:42,309,303,0
22-01-2026 12:42,415,304,0
22-01-2026 12:42,310,291,1
22-01-2026 12:42,242,301,0
22-01-2026 12:42,244,302,0
22-01-2026 12:42,243,308,0
22-01-2026 12:42,253,297,1
22-01-2026 12:42,272,274,1
22-01-2026 12:42,287,283,1
22-01-2026 12:42,305,323,0
22-01-2026 12:42,324,288,1
22-01-2026 12:43,326,270,1
22-01-2026 12:43,325,249,1
22-01-2026 12:43,332,256,1
22-01-2026 12:43,326,259,1
22-01-2026 12:43,319,251,1
22-01-2026 12:43,323,260,1
22-01-2026 12:43,327,245,1
22-01-2026 12:43,333,251,1
22-01-2026 12:43,338,262,1
22-01-2026 12:43,330,254,1
22-01-2026 12:43,326,244,1
22-01-2026 12:43,329,236,1
22-01-2026 12:43,337,259,1
22-01-2026 12:43,339,269,1
22-01-2026 12:43,341,273,1
22-01-2026 12:43,342,274,1
22-01-2026 12:43,341,275,1
22-01-2026 12:43,343,276,1
22-01-2026 12:43,343,278,1
22-01-2026 12:43,345,278,1
22-01-2026 12:44,336,277,1
22-01-2026 12:44,327,260,1
22-01-2026 12:44,317,247,1
22-01-2026 12:44,1004,247,0
22-01-2026 12:44,326,237,1
22-01-2026 12:44,247,242,1
22-01-2026 12:44,258,234,1
22-01-2026 12:44,265,245,1
22-01-2026 12:44,284,257,1
22-01-2026 12:44,996,261,0
22-01-2026 12:44,1019,1013,0
22-01-2026 12:44,1019,1013,0
22-01-2026 12:44,237,1009,0
22-01-2026 12:44,250,1009,0
22-01-2026 12:44,264,1008,0
22-01-2026 12:44,275,1009,0
22-01-2026 12:44,288,1009,0
22-01-2026 12:44,310,1011,0
22-01-2026 12:44,324,1008,0
22-01-2026 12:44,328,1009,0
22-01-2026 12:45,333,1009,0
22-01-2026 12:45,342,1009,0
22-01-2026 12:45,337,407,0
22-01-2026 12:45,337,519,0
22-01-2026 12:45,315,456,0
22-01-2026 12:45,326,469,0
22-01-2026 12:45,321,488,0
22-01-2026 12:45,321,486,0
22-01-2026 12:45,328,487,0
22-01-2026 12:45,318,296,1
22-01-2026 12:45,317,298,1
22-01-2026 12:45,326,304,0
22-01-2026 12:45,312,298,1
22-01-2026 12:45,312,299,1
22-01-2026 12:45,305,302,0
22-01-2026 12:45,310,308,0
22-01-2026 12:46,296,307,0
22-01-2026 12:46,295,318,0
22-01-2026 12:46,325,323,0
22-01-2026 12:46,339,327,0
22-01-2026 12:46,342,852,0
22-01-2026 12:46,329,268,1
22-01-2026 12:46,332,273,1
22-01-2026 12:46,334,316,0
22-01-2026 12:46,331,314,0
22-01-2026 12:46,334,324,0
22-01-2026 12:46,336,315,0
22-01-2026 12:46,341,318,0
22-01-2026 12:46,342,324,0
22-01-2026 12:46,334,317,0
22-01-2026 12:46,340,319,0
22-01-2026 12:46,344,322,0
22-01-2026 12:47,341,1017,0
22-01-2026 12:47,341,1012,0
22-01-2026 12:47,337,496,0
22-01-2026 12:48,326,413,0
22-01-2026 12:48,330,408,0
22-01-2026 12:48,330,325,0
22-01-2026 12:48,326,307,0
22-01-2026 12:48,318,304,0
22-01-2026 12:48,328,293,1
22-01-2026 12:48,315,320,0
22-01-2026 12:48,313,292,1
22-01-2026 12:48,330,295,1
22-01-2026 12:48,329,302,0
22-01-2026 12:48,315,304,0
22-01-2026 12:48,310,306,0
22-01-2026 12:48,317,443,0
22-01-2026 12:48,308,273,1
22-01-2026 12:48,285,296,1
22-01-2026 12:48,301,296,1
22-01-2026 12:48,303,1018,0
22-01-2026 12:48,312,213,1
22-01-2026 12:48,313,291,1
22-01-2026 12:48,309,317,0
22-01-2026 12:49,305,294,1
22-01-2026 12:49,311,289,1
22-01-2026 12:49,308,302,0
22-01-2026 12:49,311,290,1
22-01-2026 12:49,326,298,1
22-01-2026 12:49,334,314,0
22-01-2026 12:49,321,268,1
22-01-2026 12:49,318,248,1
22-01-2026 12:49,321,247,1
22-01-2026 12:49,317,266,1
22-01-2026 12:49,311,260,1
22-01-2026 12:49,307,270,1
22-01-2026 12:49,311,265,1
22-01-2026 12:49,325,275,1
22-01-2026 12:49,330,280,1
22-01-2026 12:49,322,269,1
22-01-2026 12:49,318,258,1
22-01-2026 12:49,314,259,1
22-01-2026 12:49,318,255,1
22-01-2026 12:49,319,261,1
22-01-2026 12:50,325,266,1
22-01-2026 12:50,325,268,1
22-01-2026 12:50,330,268,1
22-01-2026 12:50,327,264,1
22-01-2026 12:50,330,240,1
22-01-2026 12:50,326,224,1
22-01-2026 12:50,324,228,1
22-01-2026 12:50,323,216,1
22-01-2026 12:50,326,205,1
22-01-2026 12:50,327,203,1
22-01-2026 12:50,331,207,1
22-01-2026 12:50,332,211,1
22-01-2026 12:50,334,213,1
22-01-2026 12:50,339,208,1
22-01-2026 12:50,338,208,1
22-01-2026 12:50,338,209,1
22-01-2026 12:50,338,209,1
22-01-2026 12:50,339,209,1
22-01-2026 12:50,339,210,1
22-01-2026 12:50,338,204,1
22-01-2026 12:51,338,205,1
22-01-2026 12:51,338,205,1
22-01-2026 12:51,338,206,1
22-01-2026 12:51,429,205,1
22-01-2026 12:51,488,207,1
22-01-2026 12:51,776,206,0
22-01-2026 12:51,597,206,0
22-01-2026 12:51,573,207,0
22-01-2026 12:51,640,207,0
22-01-2026 12:51,522,207,0
22-01-2026 12:51,427,207,1
22-01-2026 12:51,233,208,1
22-01-2026 12:51,250,208,1
22-01-2026 12:51,264,208,1
22-01-2026 12:51,274,210,1
22-01-2026 12:51,286,213,1
22-01-2026 12:51,307,209,1
22-01-2026 12:51,331,209,1
22-01-2026 12:51,341,209,1
22-01-2026 12:51,344,211,1
22-01-2026 12:52,345,212,1
22-01-2026 12:52,345,216,1
22-01-2026 12:52,344,212,1
22-01-2026 12:52,344,217,1
22-01-2026 12:52,344,217,1
22-01-2026 12:52,344,213,1
22-01-2026 12:52,344,212,1
22-01-2026 12:52,345,214,1
22-01-2026 12:52,345,210,1
22-01-2026 12:52,346,210,1
22-01-2026 12:52,345,210,1
22-01-2026 12:52,344,211,1
22-01-2026 12:52,345,210,1
22-01-2026 12:52,341,1020,0
22-01-2026 12:52,338,1021,0
22-01-2026 12:52,338,1021,0
22-01-2026 12:52,339,196,1
22-01-2026 12:52,341,371,0
22-01-2026 12:52,343,567,0
22-01-2026 12:52,345,300,0
22-01-2026 12:53,345,1020,0
22-01-2026 12:53,344,292,1
22-01-2026 12:53,345,290,1
22-01-2026 12:53,344,282,1
22-01-2026 12:53,344,284,1
22-01-2026 12:53,345,308,0
22-01-2026 12:53,344,276,1
22-01-2026 12:53,350,288,1
22-01-2026 12:53,351,1020,0
22-01-2026 12:53,351,294,1
22-01-2026 12:53,352,261,1
22-01-2026 12:53,351,250,1
22-01-2026 12:53,351,241,1
22-01-2026 12:53,1017,240,0
22-01-2026 12:53,986,240,0
22-01-2026 12:53,1002,240,0
22-01-2026 12:53,988,241,0
22-01-2026 12:53,996,243,0
22-01-2026 12:53,1015,244,0
22-01-2026 12:53,1016,245,0
22-01-2026 12:54,1012,242,0
22-01-2026 12:54,321,243,1
22-01-2026 12:54,904,240,0
22-01-2026 12:54,508,242,0
22-01-2026 12:54,431,240,1
22-01-2026 12:54,455,241,1
22-01-2026 12:54,520,244,0
22-01-2026 12:54,522,244,0
22-01-2026 12:54,238,247,1
22-01-2026 12:54,263,247,1
22-01-2026 12:54,471,249,1
22-01-2026 12:54,254,251,1
22-01-2026 12:54,269,251,1
22-01-2026 12:54,279,263,1
22-01-2026 12:54,290,264,1
22-01-2026 12:54,302,265,1
22-01-2026 12:54,319,294,1
22-01-2026 12:54,339,294,1
22-01-2026 12:54,348,321,0
22-01-2026 12:54,351,310,0
22-01-2026 12:55,352,315,0
22-01-2026 12:55,355,315,0
22-01-2026 12:55,994,316,0
22-01-2026 12:55,1020,326,0
22-01-2026 12:55,1017,328,0
22-01-2026 12:55,964,331,0
22-01-2026 12:55,1013,317,0
22-01-2026 12:55,1013,322,0
22-01-2026 12:55,999,328,0
22-01-2026 12:55,1006,343,0
22-01-2026 12:55,1005,422,0
22-01-2026 12:55,999,426,0
22-01-2026 12:55,980,433,0
22-01-2026 12:56,1011,922,0
22-01-2026 19:22,0,960,0
22-01-2026 19:22,2,958,0
22-01-2026 19:22,2,957,0
22-01-2026 19:44,1003,988,0
